f1000-1-1-0,carlos morel
f1000-4-477-1,ulrich stelzl
f1000-4-478-0,guanming wu 
f1000-4-478-1,sergey nepomnyachiy
f1000-4-479-0,shaillay dogra
f1000-4-479-1,xifeng yan
f1000-4-48-0,james popp
f1000-4-48-1,james popp
f1000-4-48-2,raymond lin
f1000-4-480-0,maarten altelaar
f1000-4-480-1,david ruckerbauer
f1000-4-481-0,shahadat uddin
f1000-4-481-1,michael bales
f1000-4-481-2,michael bales
f1000-4-481-3,jiang bian
f1000-4-481-4,michael bales
f1000-4-482-0,nathan salomonis
f1000-4-482-1,piet molenaar
f1000-4-482-2,nathan salomonis
f1000-4-482-3,giovanni scardoni
f1000-4-483-0,frank harrell
f1000-4-483-1,frank harrell
f1000-4-483-2,eric schulte
f1000-4-484-0,salvatore alaimo 
f1000-4-484-1,anna zhukova
f1000-4-484-2,ankush sharma 
f1000-4-484-3,ankush sharma 
f1000-4-484-4,ferenc jordn
f1000-4-485-0,gary d. bader 
f1000-4-485-1,gary d. bader 
f1000-4-485-2,amitabh sharma
f1000-4-49-0,andreas thomas
f1000-4-49-1,klaus fritz
f1000-4-495-0,zhuling guo
f1000-4-495-1,natalia lago
f1000-4-50-0,bjrn vo 
f1000-4-50-1,bjrn vo 
f1000-4-50-2,brad a. chapman
f1000-4-50-3,angelika merkel
f1000-4-51-0,franois h. nosten
f1000-4-51-1,anne moore
f1000-4-512-0,david granot
f1000-4-512-1,uzi motro
f1000-4-516-0,phyllis hanson
f1000-4-516-1,jon audhya
f1000-4-516-2,winfried weissenhorn
f1000-4-516-3,david teis
f1000-4-517-0,benjamin m. segal
f1000-4-517-1,melissa a. brown
f1000-4-517-2,lars fugger
f1000-4-52-0,katja petzold
f1000-4-52-1,katja petzold
f1000-4-52-2,clia fonseca guerra
f1000-4-53-0,gerard said
f1000-4-53-1,rhona mirsky
f1000-4-54-0,uri lindner
f1000-4-54-1,hammad ather 
f1000-4-546-0,richard b evans
f1000-4-546-1,richard laven
f1000-4-55-0,krzysztof reiss
f1000-4-55-1,jarosaw czyz
f1000-4-55-2,krzysztof reiss
f1000-4-550-0,glenn l. radice
f1000-4-550-1,stefano piccolo
f1000-4-550-2,andrea i. mcclatchey
f1000-4-552-0,angus dalgleish
f1000-4-552-1,jonathan m. austyn
f1000-4-56-0,julia cohen-levy
f1000-4-56-1,timothy quinnell
f1000-4-57-0,durhane wong-rieger
f1000-4-57-1,wendy lipworth
f1000-4-57-2,john forman
f1000-4-574-0,hilary ann coller
f1000-4-574-1,shaillay dogra
f1000-4-58-0,qiaoying zeng
f1000-4-58-1,martin zacharias
f1000-4-58-2,qiaoying zeng
f1000-4-585-0,victoria m.l. jolliffe 
f1000-4-585-1,lynne goldberg
f1000-4-585-2,matthew harries
f1000-4-585-3,satoshi itami
f1000-4-586-0,hazem al-khawaja
f1000-4-586-1,carlos bagley 
f1000-4-589-0,adrian j. mulholland
f1000-4-589-1,dmitry nerukh
f1000-4-589-2,melchor sanchez-martinez
f1000-4-59-0,mirza hasanuzzaman
f1000-4-59-1,claire hemingway
f1000-4-590-0,russell j. ferland
f1000-4-590-1,eugen boltshauser
f1000-4-592-0,jonathan markowitz
f1000-4-592-1,marc rothenberg
f1000-4-592-2,chris liacouras
f1000-4-6-0,pandelis perakakis
f1000-4-6-1,peter binfield
f1000-4-6-2,pandelis perakakis
f1000-4-6-3,ulrich pschl
f1000-4-6-4,scott walter
f1000-4-6-5,peter binfield
f1000-4-60-0,david anthony baltrus
f1000-4-60-1,robert flight
f1000-4-60-2,david anthony baltrus
f1000-4-60-3,robert flight
f1000-4-601-0,richard auchus
f1000-4-601-1,perrin white
f1000-4-61-0,tim n. ziegenfuss
f1000-4-61-1,douglas s. kalman
f1000-4-617-0,tarimobo otobo 
f1000-4-617-1,buddhika wijerathne
f1000-4-618-0,uzi motro
f1000-4-618-1,raghavendra gadagkar
f1000-4-618-2,stephen rothstein
f1000-4-618-3,uzi motro
f1000-4-620-0,gabriella fabbrocini
f1000-4-620-1,robyn lucas
f1000-4-620-2,desiree ratner
f1000-4-621-0,dorothy vera margaret bishop
f1000-4-621-1,dorothy vera margaret bishop
f1000-4-621-2,stephen j. senn 
f1000-4-621-3,stephen j. senn 
f1000-4-621-4,marcel alm van assen
f1000-4-621-5,danil lakens
f1000-4-622-0,john sandy
f1000-4-622-1,timothy e. hardingham
f1000-4-623-0,massoud kaykhaii
f1000-4-623-1,jean-paul canselier
f1000-4-624-0,christopher loewen
f1000-4-624-1,courtney stairs
f1000-4-624-2,sujoy lahiri
f1000-4-624-3,courtney stairs
f1000-4-624-4,sujoy lahiri
f1000-4-625-0,jeffrey m. long
f1000-4-625-1,derek hamilton
f1000-4-626-0,manfred seeberger 
f1000-4-626-1,roderic eckenhoff 
f1000-4-63-0,guoyi gao
f1000-4-63-1,ajit shrestha
f1000-4-63-2,andrey belkin
f1000-4-630-0,hans matter
f1000-4-630-1,michael s. lajiness
f1000-4-630-2,catherine peishoff
f1000-4-633-0,polly w.c. li
f1000-4-633-1,polly w.c. li
f1000-4-633-2,dao thi mihn an
f1000-4-633-3,dao thi mihn an
f1000-4-633-4,felix alvaro medina palomino
f1000-4-635-0,simon hughes
f1000-4-635-1,benjamin feldman
f1000-4-638-0,keith r. laws
f1000-4-638-1,gordon parker
f1000-4-639-0,arif khan
f1000-4-639-1,rebecca graham
f1000-4-64-0,chris buddle
f1000-4-64-1,alan cann
f1000-4-642-0,farshid guilak
f1000-4-642-1,richard loeser
f1000-4-65-0,karin nienhaus
f1000-4-65-1,andrea mozzarelli
f1000-4-65-2,emilia chiancone
f1000-4-651-0,sigrid heuer
f1000-4-651-1,guohua xu
f1000-4-66-0,kate bullen
f1000-4-66-1,cornelia lawson
f1000-4-66-2,curt rice
f1000-4-666-0,nick patterson
f1000-4-666-1,heather norton
f1000-4-666-2,sohini ramachandran
f1000-4-67-0,josef rauschecker
f1000-4-67-1,michael a arbib
f1000-4-67-2,josef rauschecker
f1000-4-67-3,amy poremba
f1000-4-68-0,alfonso j. rodriguez-morales 
f1000-4-68-1,ann kelly
f1000-4-68-2,ann kelly
f1000-4-68-3,alfonso j. rodriguez-morales 
f1000-4-681-0,bart clarke
f1000-4-681-1,dhanwada sudhaker rao
f1000-4-681-2,malachi j. mckenna
f1000-4-69-0,davide martino
f1000-4-69-1,valerie c. brandt
f1000-4-69-2,barbara coffey
f1000-4-69-3,davide martino
f1000-4-690-0,tord finne vedy
f1000-4-690-1,silvano gallus
f1000-4-690-2,tord finne vedy
f1000-4-691-0,anita bandrowski
f1000-4-691-1,simon glerup
f1000-4-7-0,janusz rybakowski 
f1000-4-7-1,hans-peter volz
f1000-4-70-0,vanniarajan ayyasamy
f1000-4-70-1,vanniarajan ayyasamy
f1000-4-70-2,xin qi
f1000-4-71-0,marcus nystrm
f1000-4-71-1,christopher tyler
f1000-4-71-2,christopher tyler
f1000-4-71-3,johannes van der steen
f1000-4-72-0,zi-jiang chen
f1000-4-72-1,han zhao
f1000-4-73-0,michael simone-finstrom
f1000-4-73-1,james d. thomson
f1000-4-73-2,marla spivak
f1000-4-73-3,michael simone-finstrom
f1000-4-73-4,james d. thomson
f1000-4-738-0,ted dinan
f1000-4-738-1,rebecca pedersen
f1000-4-74-0,graham scott
f1000-4-74-1,melanie link-perez
f1000-4-75-0,dragos horvath
f1000-4-75-1,dragos horvath
f1000-4-75-2,stefan laufer
f1000-4-75-3,georgia b. mcgaughey
f1000-4-75-4,hans matter
f1000-4-76-0,anne tierney
f1000-4-76-1,graham scott
f1000-4-76-2,anne tierney
f1000-4-764-0,leonardo chelazzi
f1000-4-764-1,wim vanduffel
f1000-4-766-0,rami a namas
f1000-4-766-1,michael bauer
f1000-4-77-0,leonid margolis
f1000-4-77-1,eric hunter
f1000-4-78-0,amit thapa
f1000-4-78-1,guoyi gao
f1000-4-79-0,kenneth w bayles
f1000-4-79-1,taeok bae
f1000-4-79-2,kenneth w bayles
f1000-4-79-3,taeok bae
f1000-4-798-0,graham scott
f1000-4-798-1,michael bales
f1000-4-798-2,michael bales
f1000-4-798-3,durhane wong-rieger
f1000-4-798-4,graham scott
f1000-4-8-0,saverio stranges
f1000-4-8-1,ailiana santosa
f1000-4-8-2,saverio stranges
f1000-4-8-3,ailiana santosa
f1000-4-80-0,deborah korenstein
f1000-4-80-1,janet wale
f1000-4-80-2,janet wale
f1000-4-80-3,deborah korenstein
f1000-4-804-0,guru dutta satyarthee
f1000-4-804-1,venkatesh s. madhugiri
f1000-4-804-2,naoya kuwayama
f1000-4-81-0,lilit nersisyan
f1000-4-81-1,paul klemm
f1000-4-81-2,zhenjun hu
f1000-4-81-3,paul klemm
f1000-4-810-0,angus c. nairn
f1000-4-810-1,andrew d. chalmers
f1000-4-810-2,c. fernando valenzuela
f1000-4-82-0,gavan p. l. watson
f1000-4-82-1,joshua drew
f1000-4-823-0,shalini rajaram
f1000-4-823-1,anna maria spera
f1000-4-823-2,stephanie m. borchardt
f1000-4-824-0,diana boraschi
f1000-4-824-1,bernhard zelger
f1000-4-825-0,erin aiello bowles
f1000-4-84-0,richard j ablin
f1000-4-84-1,hammad ather 
f1000-4-85-0,klaus dalhoff
f1000-4-85-1,demosthenes bouros
f1000-4-86-0,saskia hiltemann 
f1000-4-86-1,saskia hiltemann 
f1000-4-86-2,manuel corpas 
f1000-4-86-3,saskia hiltemann 
f1000-4-86-4,manuel corpas 
f1000-4-86-5,peter li
f1000-4-87-0,rakesh pravinchandra patel
f1000-4-87-1,mark hargrove
f1000-4-872-0,m. rashad massoud 
f1000-4-872-1,anisha doshi
f1000-4-88-0,gina rippon
f1000-4-88-1,lutz jncke 
f1000-4-880-0,michael simone-finstrom
f1000-4-880-1,david baracchi
f1000-4-880-2,david baracchi
f1000-4-880-3,michael simone-finstrom
f1000-4-883-0,klaudia walter
f1000-4-883-1,fiona cunningham
f1000-4-883-2,gail jarvik
f1000-4-884-0,danielle m. colbert-lewis
f1000-4-884-1,youngim jung
f1000-4-886-0,frederick grinnell
f1000-4-886-1,ivan oransky 
f1000-4-89-0,adaikalavan ramasamy
f1000-4-89-1,andreas ludwig
f1000-4-89-2,caroline a. owen 
f1000-4-89-3,caroline a. owen 
f1000-4-89-4,andreas ludwig
f1000-4-89-5,adaikalavan ramasamy
f1000-4-891-0,milan macek
f1000-4-891-1,shaillay dogra
f1000-4-891-2,prajnya ranganath
f1000-4-897-0,andrew lee
f1000-4-897-1,janet wale
f1000-4-898-0,katharina freund
f1000-4-898-1,katharina freund
f1000-4-898-2,mary williams
f1000-4-9-0,ansgar brning
f1000-4-9-1,adali pecci
f1000-4-90-0,jean-paul richalet
f1000-4-90-1,james e. clark
f1000-4-900-0,rob patro
f1000-4-900-1,daniel s. katz 
f1000-4-900-2,ewan birney 
f1000-4-901-0,kay yeoman
f1000-4-901-1,rachel stubbington
f1000-4-902-0,kevin n. dalby
f1000-4-902-1,richard silva
f1000-4-91-0,bertil blok 
f1000-4-91-1,fereydoun davatchi 
f1000-4-91-2,john t. stoffel
f1000-4-912-0,ganeshwaran h. mochida
f1000-4-912-1,gihan tennekoon
f1000-4-913-0,titte srinivas
f1000-4-913-1,anita s chong
f1000-4-914-0,takahiro shiota
f1000-4-914-1,jeroen j. bax
f1000-4-914-2,judy hung
f1000-4-916-0,janusz jankowski
f1000-4-916-1,hasan mukhtar
f1000-4-916-2,michihiro mutoh
f1000-4-919-0,adrian j. f. luty 
f1000-4-919-1,adrian j. f. luty 
f1000-4-919-2,genevive milon
f1000-4-92-0,ariel rokem 
f1000-4-92-1,dylan wagner
f1000-4-922-0,joanna r groom
f1000-4-924-0,manchanahalli rangaswamy satyanarayana rao
f1000-4-924-1,silvia gravina
f1000-4-925-0,david houle
f1000-4-925-1,charles roseman
f1000-4-925-2,david houle
f1000-4-925-3,david houle
f1000-4-925-4,mark grabowsky
f1000-4-926-0,jeffrey braithwaite
f1000-4-926-1,w.sue t griffin
f1000-4-926-2,xiao shifu
f1000-4-927-0,alyssa parian
f1000-4-927-1,agata mulak
f1000-4-927-2,vassiliki tsikitis
f1000-4-928-0,bernhard schmid
f1000-4-928-1,jonathan rhodes
f1000-4-93-0,david x. zhang
f1000-4-93-1,scott earley
f1000-4-930-0,ilia voskoboinik
f1000-4-930-1,loc dupr
f1000-4-938-0,norma w. andrews
f1000-4-938-1,marilyn parsons
f1000-4-938-2,syamal roy
f1000-4-939-0,allan gibofsky
f1000-4-939-1,george c. tsokos
f1000-4-940-0,david kovar
f1000-4-940-1,klemens rottner
f1000-4-95-0,vijay h. shah
f1000-4-95-1,kinji asahina
f1000-4-95-2,heather francis 
f1000-4-96-0,pothana saikumar
f1000-4-96-1,peter g. zaphiropoulos
f1000-4-98-0,matteo parotto
f1000-4-98-1,wanda popescu
f1000-4-99-0,simon saule
f1000-4-99-1,stanley stylli
f1000-4-997-0,michael barton
f1000-4-997-1,brad a. chapman
f1000-4-997-2,fabien campagne
f1000-5-1-0,frederick singer
f1000-5-1-1,robert wermers
f1000-5-1005-0,patrick a. eyers
f1000-5-1005-1,kevin hudson
f1000-5-1005-2,ian r. hardcastle
f1000-5-1005-3,anderson j. ryan
f1000-5-1006-0,jos machado
f1000-5-1006-1,manfred seeberger 
f1000-5-1006-2,norbert jost
f1000-5-1006-3,norbert jost
f1000-5-1006-4,manfred seeberger 
f1000-5-1006-5,jos machado
f1000-5-1007-0,vittorio venturi
f1000-5-1007-1,jorge leito
f1000-5-1007-2,gabriele berg
f1000-5-1008-0,michael r. ibbotson
f1000-5-1008-1,stanislaw glazewski
f1000-5-1008-2,jose fernanado maya-vetencourt
f1000-5-1009-0,thomas j. hope
f1000-5-1009-1,nathaniel landau
f1000-5-1009-2,greg towers
f1000-5-1010-0,yasunori hayashi
f1000-5-1010-1,isabel po
f1000-5-1013-0,seong taek jeon
f1000-5-1013-1,yvonne norgett
f1000-5-1014-0,fred hasselman
f1000-5-1014-1,ewout w. steyerberg
f1000-5-1015-0,robert hendricks
f1000-5-1015-1,ann arvin
f1000-5-1017-0,angela gall
f1000-5-1017-1,lorne mendell
f1000-5-1018-0,lorne mendell
f1000-5-1018-1,marios papadopoulos
f1000-5-1019-0,szilrd kiss
f1000-5-1019-1,robert bhisitkul
f1000-5-102-0,peter f.w.m rosier 
f1000-5-102-1,naoki yoshimura
f1000-5-103-0,ashita tolwani
f1000-5-103-1,jay l. koyner
f1000-5-103-2,patrick honore
f1000-5-103-3,neesh pannu
f1000-5-104-0,andrea ortu
f1000-5-104-1,pierfrancesco fusco
f1000-5-1044-0,todd s ing
f1000-5-1044-1,york pc pei
f1000-5-1044-2,bruce m. hendry
f1000-5-1045-0,irving h zucker
f1000-5-1045-1,gordana vunjak-novakovic
f1000-5-1045-2,david schaffer
f1000-5-1046-0,simon p hart
f1000-5-1046-1,paul w noble
f1000-5-1048-0,mauricio yonamine
f1000-5-1048-1,hugo filipe violante cardoso
f1000-5-105-0,anna papa
f1000-5-105-1,giorgio pal
f1000-5-105-2,sebastian ulbert
f1000-5-1056-0,austin smith
f1000-5-1056-1,irene de lazaro
f1000-5-1056-2,austin smith
f1000-5-106-0,sudip kundu
f1000-5-106-1,angel garcia
f1000-5-106-2,shoji takata
f1000-5-1061-0,takehisa dewa
f1000-5-1061-1,robert a niederman
f1000-5-1061-2,kamil woronowicz
f1000-5-1061-3,tatas brotosudarmo
f1000-5-108-0,david lang
f1000-5-108-1,wanda phipatanakul
f1000-5-1084-0,di jiang
f1000-5-1084-1,marek mlodzik
f1000-5-1086-0,william t. doerrler
f1000-5-1086-1,yihua huang
f1000-5-1086-2,william t. doerrler
f1000-5-1087-0,jamie mcphee
f1000-5-1087-1,bret goodpaster
f1000-5-109-0,gauthaman kalamegam
f1000-5-109-1,csaba matta
f1000-5-109-2,richard barrett-jolley
f1000-5-110-0,li wen
f1000-5-110-1,alberto pugliese
f1000-5-111-0,smita patel
f1000-5-111-1,james berger
f1000-5-111-2,kevin raney
f1000-5-112-0,michael gaziano
f1000-5-112-1,brian olshansky
f1000-5-112-2,joseph alpert
f1000-5-1129-0,jens foell 
f1000-5-1129-1,steven r shaw
f1000-5-1129-2,matthew wall
f1000-5-1129-3,jens foell 
f1000-5-113-0,ian beales 
f1000-5-113-1,oliver pech
f1000-5-114-0,farhad danesh
f1000-5-114-1,sumant chugh
f1000-5-1141-0,carla garca-morales
f1000-5-1141-1,carla garca-morales
f1000-5-1141-2,vicente prez-brocal
f1000-5-115-0,dean a. myers
f1000-5-115-1,charles ducsay
f1000-5-115-2,peter w. nathanielsz
f1000-5-1150-0,yi shi
f1000-5-1150-1,raju nagarajan
f1000-5-1150-2,shamala devi sekaran
f1000-5-117-0,rozalyn anderson
f1000-5-117-1,julie mattison
f1000-5-117-2,leanne m redman
f1000-5-118-0,vincent young
f1000-5-118-1,glen tillotson
f1000-5-118-2,kevin garey
f1000-5-119-0,olivier hamant
f1000-5-119-1,a. lacey samuels
f1000-5-121-0,markus ralser
f1000-5-121-1,zeeshan ahmed 
f1000-5-121-2,otto geiger
f1000-5-1224-0,pernilla wittung-stafshede
f1000-5-1224-1,ruth mller
f1000-5-1224-2,sarah de rijcke
f1000-5-1224-3,anna i. krylov
f1000-5-1224-4,pernilla wittung-stafshede
f1000-5-1227-0,kimito funatsu
f1000-5-1227-1,hans matter
f1000-5-1227-2,kimito funatsu
f1000-5-125-0,g. bryan young
f1000-5-125-1,osman sinanovi
f1000-5-125-2,g. bryan young
f1000-5-1253-0,miguel vazquez
f1000-5-1253-1,mohamed helmy
f1000-5-1261-0,helen l. brown
f1000-5-1261-1,massimo caine
f1000-5-1261-2,laura bowater
f1000-5-1268-0,shadi shokralla
f1000-5-1268-1,dora davies
f1000-5-128-0,erika toth
f1000-5-128-1,judit csomor
f1000-5-1281-0,timothy j. peters
f1000-5-1281-1,peter f. hickey 
f1000-5-1281-2,davide risso 
f1000-5-1281-3,michael i. love 
f1000-5-1281-4,peter f. hickey 
f1000-5-1281-5,timothy j. peters
f1000-5-130-0,gary g borisy
f1000-5-130-1,johanna r. mcentyre
f1000-5-1305-0,laura santambrogio
f1000-5-1305-1,bdicte manoury
f1000-5-1305-2,nilabh shastri
f1000-5-1305-3,malini raghavan
f1000-5-1307-0,danya f. vears
f1000-5-1307-1,michael morrison
f1000-5-1307-2,michael morrison
f1000-5-1307-3,danya f. vears
f1000-5-1309-0,ghislain bidaut
f1000-5-1309-1,audrey m michel
f1000-5-1309-2,olivier namy
f1000-5-131-0,volker lohmann
f1000-5-131-1,glenn randall
f1000-5-1311-0,scottye j. cash
f1000-5-1311-1,shahadat uddin
f1000-5-1313-0,rachel beanland
f1000-5-1313-1,paul volberding
f1000-5-1313-2,theresa mari rossouw 
f1000-5-132-0,catherine j. nikles
f1000-5-132-1,wilson d. pace
f1000-5-132-2,wilson d. pace
f1000-5-1326-0,nicolas doll
f1000-5-1326-1,javier castillo
f1000-5-1326-2,pieter kappetein
f1000-5-133-0,juan carlos del pozo
f1000-5-133-1,mark estelle
f1000-5-133-2,richard m. napier
f1000-5-133-3,dolf weijers
f1000-5-133-4,nihal dharmasiri
f1000-5-1336-0,marnix jansen
f1000-5-1336-1,claire palles
f1000-5-1336-2,ian beales 
f1000-5-1353-0,bruce v taylor
f1000-5-1353-1,joo correia de sa
f1000-5-1354-0,elena alvarez-buylla
f1000-5-1354-1,roland beffa
f1000-5-1356-0,robert castelo 
f1000-5-1356-1,robert castelo 
f1000-5-1356-2,alejandro reyes 
f1000-5-136-0,mary pelleymounter
f1000-5-136-1,michelle kimple
f1000-5-136-2,richard neubig
f1000-5-136-3,mary pelleymounter
f1000-5-1366-0,sorin avram 
f1000-5-1366-1,sorin avram 
f1000-5-1366-2,george nicola
f1000-5-1369-0,julius lukes
f1000-5-1369-1,jeroen saeij
f1000-5-137-0,scott wilson
f1000-5-137-1,scott t brady
f1000-5-137-2,scott wilson
f1000-5-137-3,thomas kodadek
f1000-5-137-4,scott t brady
f1000-5-1370-0,andrew roe
f1000-5-1370-1,james bliska
f1000-5-138-0,daniel m. michaelson
f1000-5-138-1,mary jo ladu
f1000-5-138-2,sam gandy 
f1000-5-1384-0,andrea rau 
f1000-5-1384-1,james w. macdonald 
f1000-5-1384-2,andrea rau 
f1000-5-1384-3,james w. macdonald 
f1000-5-1385-0,eiliv lund
f1000-5-1385-1,eiliv lund
f1000-5-1385-2,jacqueline margaret cliff
f1000-5-1385-3,angela e vinturache
f1000-5-1396-0,prachee avasthi
f1000-5-1396-1,cynthia wolberger
f1000-5-1396-2,prachee avasthi
f1000-5-1397-0,nirun intarut 
f1000-5-1397-1,he jianhui
f1000-5-1407-0,sanjay b. kulkarni
f1000-5-1407-1,noor buchholz
f1000-5-1408-0,jovana maksimovic 
f1000-5-1408-1,maria a. doyle
f1000-5-1408-2,james w. macdonald 
f1000-5-1409-0,albert pares
f1000-5-1409-1,keith lindor
f1000-5-1411-0,stephanie l. hazlitt
f1000-5-1411-1,timothy j. triche
f1000-5-1412-0,robert fox
f1000-5-1412-1,xavier mariette
f1000-5-1412-2,charles garrison fathman
f1000-5-1435-0,willem m de vos
f1000-5-1435-1,janet hoogstraate
f1000-5-1435-2,willem m de vos
f1000-5-1435-3,janet hoogstraate
f1000-5-1436-0,charles pusey
f1000-5-1436-1,cees gm kallenberg
f1000-5-1437-0,freddy c. adams
f1000-5-1437-1,bruno fabre
f1000-5-1438-0,conrad j. burden
f1000-5-1438-1,nick schurch 
f1000-5-1438-2,devon p. ryan 
f1000-5-1438-3,steve lianoglou
f1000-5-1438-4,tsung fei khang
f1000-5-1438-5,devon p. ryan 
f1000-5-1438-6,nick schurch 
f1000-5-1438-7,conrad j. burden
f1000-5-1442-0,robert cannon
f1000-5-1442-1,thomas s. b. schmidt 
f1000-5-1442-2,steven b cannon
f1000-5-146-0,john box
f1000-5-146-1,michael j samways
f1000-5-1462-0,gerard said
f1000-5-1462-1,jean-michel vallat
f1000-5-1466-0,jonathan d. glass
f1000-5-1466-1,amanda peltier
f1000-5-1467-0,robert teasell
f1000-5-1467-1,julie bernhardt
f1000-5-1468-0,huaye zhang
f1000-5-1468-1,anthony koleske
f1000-5-1469-0,george dubyak
f1000-5-1469-1,pablo pelegrn
f1000-5-147-0,rodney sinclair 
f1000-5-147-1,gill westgate
f1000-5-1477-0,james whitworth
f1000-5-1477-1,james whitworth
f1000-5-1477-2,benjamin o. black
f1000-5-1477-3,james whitworth
f1000-5-1478-0,dong wang
f1000-5-1478-1,david brow
f1000-5-1479-0,andrew keniry
f1000-5-1479-1,prasoon agarwal
f1000-5-1479-2,prasoon agarwal
f1000-5-1479-3,nicolas servant 
f1000-5-1479-4,andrew keniry
f1000-5-1492-0,leo lahti 
f1000-5-1492-1,nandita r. garud
f1000-5-1492-2,zachary charlop-powers 
f1000-5-1492-3,leo lahti 
f1000-5-1493-0,douglas w. woods
f1000-5-1493-1,keith a. coffman 
f1000-5-1493-2,andreas hartmann 
f1000-5-1497-0,anna bruckner
f1000-5-1497-1,masashi akiyama
f1000-5-1498-0,john s gunn
f1000-5-1498-1,ohad gal-mor
f1000-5-1499-0,michael h. davidson
f1000-5-1499-1,henry ginsberg
f1000-5-150-0,wade blair
f1000-5-150-1,john a. lowe iii 
f1000-5-150-2,nicholas meanwell
f1000-5-151-0,zofia e taranu
f1000-5-151-1,zofia e taranu
f1000-5-151-2,jason w. marion
f1000-5-151-3,alan e. wilson
f1000-5-1510-0,jan stary 
f1000-5-1510-1,frank j. staal
f1000-5-1511-0,marcel hollenstein
f1000-5-1511-1,jrg hartig
f1000-5-1512-0,nigel mongan
f1000-5-1512-1,iain mcewan
f1000-5-1513-0,marc de baets
f1000-5-1513-1,lin mei
f1000-5-1514-0,felicity plaat
f1000-5-1514-1,brendan carvalho
f1000-5-1518-0,shawn smyth
f1000-5-1518-1,david r. shprecher
f1000-5-1518-2,kerstin j. plessen
f1000-5-1519-0,alexander eiler
f1000-5-1519-1,paul wilmes
f1000-5-1519-2,alexander eiler
f1000-5-1519-3,paul wilmes
f1000-5-152-0,mark hallett
f1000-5-152-1,jonathan w. mink
f1000-5-152-2,andrea cavanna
f1000-5-1524-0,dominique bonnet
f1000-5-1524-1,shannon mckinney-freeman
f1000-5-1528-0,lamont r. jones
f1000-5-1528-1,roberto arenas 
f1000-5-1528-2,lamont r. jones
f1000-5-1529-0,pedram gerami
f1000-5-1529-1,lyn duncan
f1000-5-1529-2,heinz kutzner
f1000-5-153-0,keith f rourke
f1000-5-153-1,richard a santucci
f1000-5-1531-0,mona riemenschneider
f1000-5-1531-1,alberto calderone 
f1000-5-1532-0,michael o'connor
f1000-5-1532-1,duncan stewart
f1000-5-1533-0,giuliano callaini
f1000-5-1533-1,steven brody
f1000-5-1539-0,keith g. jeffery
f1000-5-1539-1,sarah l. shreeves
f1000-5-1539-2,keith g. jeffery
f1000-5-1539-3,marion schmidt
f1000-5-1540-0,massimo caine
f1000-5-1540-1,viviane callier
f1000-5-1540-2,kathryn b. h. clancy
f1000-5-1540-3,kathryn b. h. clancy
f1000-5-1540-4,massimo caine
f1000-5-1540-5,viviane callier
f1000-5-1541-0,jeffrey esko
f1000-5-1541-1,marion kusche-gullberg
f1000-5-1541-2,jeremy e turnbull
f1000-5-1542-0,charlotte soneson 
f1000-5-1542-1,elena papaleo
f1000-5-1542-2,kyle ellrott
f1000-5-1548-0,richard mcgee
f1000-5-1548-1,chris pickett 
f1000-5-1549-0,henrik oster
f1000-5-1549-1,lei yin
f1000-5-1549-2,r. daniel rudic
f1000-5-155-0,christian sohlenkamp
f1000-5-155-1,katarzyna duda
f1000-5-155-2,christian sohlenkamp
f1000-5-155-3,katarzyna duda
f1000-5-1550-0,doddy musbadianto soebadi 
f1000-5-1550-1,manint usawachintachit
f1000-5-1550-2,hammad ather 
f1000-5-1551-0,nimit singhal
f1000-5-1551-1,andrew a. somogyi
f1000-5-1551-2,andrew a. somogyi
f1000-5-1552-0,martin koyle
f1000-5-1552-1,dominic c. frimberger
f1000-5-1553-0,gawain mccoll
f1000-5-1553-1,hari shroff
f1000-5-1554-0,arvind kumar
f1000-5-1554-1,zhulong chan
f1000-5-1554-2,krishna jagadish
f1000-5-156-0,thomas trappenberg
f1000-5-156-1,yi zhang
f1000-5-1564-0,mary ann thenganatt
f1000-5-1564-1,burak yulug
f1000-5-1564-2,nizar souayah
f1000-5-1565-0,tanvi arora
f1000-5-1565-1,thomas boudier 
f1000-5-1573-0,sandrine zweifel
f1000-5-1573-1,yit yang
